,album,track_title,lyric,line,year,title_lemmas,lyric_type
2825,Red,Come Back... Be Here,But in my mind I play it back,8,2012,['come'],verse
2826,Red,Come Back... Be Here,Spinning faster than the plane that took you,9,2012,['come'],verse
2830,Red,Come Back... Be Here,I guess you're in New York today,13,2012,['come'],verse
2833,Red,Come Back... Be Here,The delicate beginning rush,16,2012,['come'],verse
2834,Red,Come Back... Be Here,The feeling you can know so much,17,2012,['come'],verse
2835,Red,Come Back... Be Here,Without knowing anything at all,18,2012,['come'],verse
2836,Red,Come Back... Be Here,And now that I can put this down,19,2012,['come'],verse
2837,Red,Come Back... Be Here,If I had known what I'd known now,20,2012,['come'],verse
2838,Red,Come Back... Be Here,I never would have played so nonchalant,21,2012,['come'],verse
2839,Red,Come Back... Be Here,Taxi cabs and busy streets,22,2012,['come'],verse
2840,Red,Come Back... Be Here,That never bring you back to me,23,2012,['come'],verse
2841,Red,Come Back... Be Here,I can't help but wish you took me with you,24,2012,['come'],verse
2845,Red,Come Back... Be Here,I guess you're in London today,28,2012,['come'],verse
2848,Red,Come Back... Be Here,This is falling in love in the cruelest way,31,2012,['come'],verse
2849,Red,Come Back... Be Here,This is falling for you and you are worlds away,32,2012,['come'],verse
2850,Red,Come Back... Be Here,New York be here,33,2012,['come'],verse
2851,Red,Come Back... Be Here,But you're in London and I break down,34,2012,['come'],verse
2852,Red,Come Back... Be Here,Cause it's not fair that you're not around,35,2012,['come'],verse
2860,Red,Girl at Home,I don't even know her,5,2012,"['girl', 'home']",verse
2861,Red,Girl at Home,But I feel a responsibility to do what's upstanding and right,6,2012,"['girl', 'home']",verse
2862,Red,Girl at Home,"It's kinda like a code, yeah",7,2012,"['girl', 'home']",verse
2863,Red,Girl at Home,And you've been getting closer and closer,8,2012,"['girl', 'home']",verse
2864,Red,Girl at Home,And crossing so many lines,9,2012,"['girl', 'home']",verse
2867,Red,Girl at Home,But honey I am no one's exception,12,2012,"['girl', 'home']",verse
2868,Red,Girl at Home,This I have previously learned,13,2012,"['girl', 'home']",verse
2877,Red,Girl at Home,I just want to make sure,22,2012,"['girl', 'home']",verse
2878,Red,Girl at Home,You understand perfectly you're the kind of man who makes me sad,23,2012,"['girl', 'home']",verse
2879,Red,Girl at Home,"While she waits up, you chase down the newest thing",24,2012,"['girl', 'home']",verse
2880,Red,Girl at Home,And take for granted what you have,25,2012,"['girl', 'home']",verse
2883,Red,Girl at Home,"And yeah, I might go with it",28,2012,"['girl', 'home']",verse
2894,Red,Girl at Home,You're about to lose your girl,39,2012,"['girl', 'home']",verse
2896,Red,Girl at Home,Let's consider this lesson learned,41,2012,"['girl', 'home']",verse
2897,Red,Girl at Home,Want to see you pick up your phone,42,2012,"['girl', 'home']",verse
2898,Red,Girl at Home,And tell her you're coming home,43,2012,"['girl', 'home']",verse
2901,Red,Girl at Home,It would be a fine proposition,46,2012,"['girl', 'home']",verse
2903,1989,Welcome to New York,"Walking through a crowd, the village is aglow",1,2014,"['welcome', 'New', 'York']",verse
2904,1989,Welcome to New York,Kaleidoscope of loud heartbeats under coats,2,2014,"['welcome', 'New', 'York']",verse
2905,1989,Welcome to New York,Everybody here wanted something more,3,2014,"['welcome', 'New', 'York']",verse
2906,1989,Welcome to New York,Searching for a sound we hadn't heard before,4,2014,"['welcome', 'New', 'York']",verse
2907,1989,Welcome to New York,And it said,5,2014,"['welcome', 'New', 'York']",verse
2925,1989,Welcome to New York,When we first dropped our bags on apartment floors,23,2014,"['welcome', 'New', 'York']",verse
2926,1989,Welcome to New York,"Took our broken hearts, put them in a drawer",24,2014,"['welcome', 'New', 'York']",verse
2927,1989,Welcome to New York,Everybody here was someone else before,25,2014,"['welcome', 'New', 'York']",verse
2928,1989,Welcome to New York,And you can want who you want,26,2014,"['welcome', 'New', 'York']",verse
2929,1989,Welcome to New York,Boys and boys and girls and girls,27,2014,"['welcome', 'New', 'York']",verse
2947,1989,Welcome to New York,"Like any great love, it keeps you guessing",45,2014,"['welcome', 'New', 'York']",verse
2948,1989,Welcome to New York,"Like any real love, it's ever-changing",46,2014,"['welcome', 'New', 'York']",verse
2949,1989,Welcome to New York,"Like any true love, it drives you crazy",47,2014,"['welcome', 'New', 'York']",verse
2950,1989,Welcome to New York,"But you know you wouldn't change anything, anything, anything",48,2014,"['welcome', 'New', 'York']",verse
2968,1989,Blank Space,"Nice to meet you, where you been?",1,2014,"['Blank', 'Space']",verse
2970,1989,Blank Space,"Magic, madness, heaven, sin",3,2014,"['Blank', 'Space']",verse
2971,1989,Blank Space,"Saw you there, and I thought",4,2014,"['Blank', 'Space']",verse
2972,1989,Blank Space,"""Oh my God, look at that face",5,2014,"['Blank', 'Space']",verse
2973,1989,Blank Space,You look like my next mistake,6,2014,"['Blank', 'Space']",verse
2974,1989,Blank Space,"Love's a game, wanna play?"" Ayy",7,2014,"['Blank', 'Space']",verse
2975,1989,Blank Space,"New money, suit and tie",8,2014,"['Blank', 'Space']",verse
2976,1989,Blank Space,I can read you like a magazine,9,2014,"['Blank', 'Space']",verse
2977,1989,Blank Space,Ain't it funny? Rumors fly,10,2014,"['Blank', 'Space']",verse
2978,1989,Blank Space,And I know you heard about me,11,2014,"['Blank', 'Space']",verse
2979,1989,Blank Space,"So hey, let's be friends",12,2014,"['Blank', 'Space']",verse
2980,1989,Blank Space,I'm dyin' to see how this one ends,13,2014,"['Blank', 'Space']",verse
2981,1989,Blank Space,Grab your passport and my hand,14,2014,"['Blank', 'Space']",verse
2982,1989,Blank Space,I can make the bad guys good for a weekend,15,2014,"['Blank', 'Space']",verse
2999,1989,Blank Space,"Cherry lips, crystal skies",32,2014,"['Blank', 'Space']",verse
3001,1989,Blank Space,"Stolen kisses, pretty lies",34,2014,"['Blank', 'Space']",verse
3002,1989,Blank Space,"You're the King, baby, I'm your Queen",35,2014,"['Blank', 'Space']",verse
3003,1989,Blank Space,Find out what you want,36,2014,"['Blank', 'Space']",verse
3004,1989,Blank Space,Be that girl for a month,37,2014,"['Blank', 'Space']",verse
3005,1989,Blank Space,"Wait, the worst is yet to come, oh no",38,2014,"['Blank', 'Space']",verse
3006,1989,Blank Space,"Screaming, crying, perfect storms",39,2014,"['Blank', 'Space']",verse
3007,1989,Blank Space,I can make all the tables turn,40,2014,"['Blank', 'Space']",verse
3008,1989,Blank Space,Rose garden filled with thorns,41,2014,"['Blank', 'Space']",verse
3009,1989,Blank Space,Keep you second guessin' like,42,2014,"['Blank', 'Space']",verse
3010,1989,Blank Space,"""Oh my God, who is she?""",43,2014,"['Blank', 'Space']",verse
3011,1989,Blank Space,I get drunk on jealousy,44,2014,"['Blank', 'Space']",verse
3012,1989,Blank Space,But you'll come back each time you leave,45,2014,"['Blank', 'Space']",verse
3013,1989,Blank Space,"cause, darling, I'm a nightmare",46,2014,"['Blank', 'Space']",verse
3014,1989,Blank Space,Dressed like a daydream,47,2014,"['Blank', 'Space']",verse
3051,1989,Style,Midnight,1,2014,['style'],verse
3052,1989,Style,"You come and pick me up, no headlights",2,2014,['style'],verse
3053,1989,Style,Long drive,3,2014,['style'],verse
3054,1989,Style,Could end in burning flames or paradise,4,2014,['style'],verse
3055,1989,Style,Fade into view,5,2014,['style'],verse
3056,1989,Style,"Oh, It's been a while since I have even heard from you",6,2014,['style'],verse
3057,1989,Style,(Heard from you),7,2014,['style'],verse
3058,1989,Style,And I should just tell you to leave cause I,8,2014,['style'],verse
3059,1989,Style,"Know exactly where it leads, but I",9,2014,['style'],verse
3060,1989,Style,Watch us go round and round each time,10,2014,['style'],verse
3061,1989,Style,You got that James Dean daydream look in your eye,11,2014,['style'],verse
3070,1989,Style,He can't keep his wild eyes on the road (mmm),20,2014,['style'],verse
3071,1989,Style,Takes me home,21,2014,['style'],verse
3072,1989,Style,"Lights are off, he's taking off his coat (mmm, yeah)",22,2014,['style'],verse
3073,1989,Style,"I say ""I've heard",23,2014,['style'],verse
3074,1989,Style,"Oh, that you've been out and about with some other girl""",24,2014,['style'],verse
3075,1989,Style,Some other girl,25,2014,['style'],verse
3076,1989,Style,"He says ""What you heard is true, but I",26,2014,['style'],verse
3077,1989,Style,"Can't stop thinking 'bout you and I""",27,2014,['style'],verse
3078,1989,Style,"I said ""I've been there too a few times""",28,2014,['style'],verse
3079,1989,Style,Cause you got that James Dean daydream look in your eye,29,2014,['style'],verse
3087,1989,Style,Take me home,37,2014,['style'],verse
3088,1989,Style,Just take me home,38,2014,['style'],verse
3089,1989,Style,"Yeah, just take me home",39,2014,['style'],verse
3090,1989,Style,(Out of style),40,2014,['style'],verse
3091,1989,Style,"Oh, you got that James Dean daydream look in your eye",41,2014,['style'],verse
3093,1989,Style,"And when we go crashing down, we come back everytime",43,2014,['style'],verse
3096,1989,Out of the Woods,It all seems so simple,2,2014,['Woods'],verse
3097,1989,Out of the Woods,We were lying on your couch,3,2014,['Woods'],verse
3099,1989,Out of the Woods,You took a Polaroid of us,5,2014,['Woods'],verse
3100,1989,Out of the Woods,Then discovered (then discovered),6,2014,['Woods'],verse
3101,1989,Out of the Woods,The rest of the world was black and white,7,2014,['Woods'],verse
3102,1989,Out of the Woods,But we were in screaming color,8,2014,['Woods'],verse
3114,1989,Out of the Woods,Last December (last December),20,2014,['Woods'],verse
3115,1989,Out of the Woods,We were built to fall apart,21,2014,['Woods'],verse
3116,1989,Out of the Woods,Then fall back together (back together),22,2014,['Woods'],verse
3117,1989,Out of the Woods,Your necklace hanging from my neck,23,2014,['Woods'],verse
3118,1989,Out of the Woods,The night we couldn't quite forget,24,2014,['Woods'],verse
3119,1989,Out of the Woods,"When we decided, we decided",25,2014,['Woods'],verse
3120,1989,Out of the Woods,To move the furniture so we could dance,26,2014,['Woods'],verse
3121,1989,Out of the Woods,"Baby, like we stood a chance",27,2014,['Woods'],verse
3122,1989,Out of the Woods,"Two paper airplanes flying, flying, flying",28,2014,['Woods'],verse
3133,1989,Out of the Woods,Remember when you hit the brakes too soon?,39,2014,['Woods'],verse
3134,1989,Out of the Woods,Twenty stitches in a hospital room,40,2014,['Woods'],verse
3135,1989,Out of the Woods,"When you started crying, baby, I did too",41,2014,['Woods'],verse
3136,1989,Out of the Woods,"When the sun came up, I was looking at you",42,2014,['Woods'],verse
3137,1989,Out of the Woods,Remember when you couldn't take the heat?,43,2014,['Woods'],verse
3138,1989,Out of the Woods,I walked out and said I'm setting you free,44,2014,['Woods'],verse
3139,1989,Out of the Woods,But the monsters turned out to be just trees,45,2014,['Woods'],verse
3140,1989,Out of the Woods,"When the sun came up, you were looking at me",46,2014,['Woods'],verse
3141,1989,Out of the Woods,"You were looking at me, ooh",47,2014,['Woods'],verse
3142,1989,Out of the Woods,You were looking at me,48,2014,['Woods'],verse
3143,1989,Out of the Woods,(Are we out of the woods yet? Are we out of the woods yet?),49,2014,['Woods'],verse
3144,1989,Out of the Woods,(Are we out of the woods yet? Are we out of the woods?),50,2014,['Woods'],verse
3146,1989,Out of the Woods,(Are we in the clear yet? Are we in the clear yet?),52,2014,['Woods'],verse
3147,1989,Out of the Woods,(Are we in the clear yet? In the clear yet? Good),53,2014,['Woods'],verse
3148,1989,Out of the Woods,"Oh, I remember!",54,2014,['Woods'],verse
3166,1989,All You Had to Do Was Stay,The love they gave away,2,2014,['stay'],verse
3167,1989,All You Had to Do Was Stay,And people like me wanna believe you,3,2014,['stay'],verse
3168,1989,All You Had to Do Was Stay,When you say you've changed,4,2014,['stay'],verse
3169,1989,All You Had to Do Was Stay,The more I think about it now,5,2014,['stay'],verse
3170,1989,All You Had to Do Was Stay,The less I know,6,2014,['stay'],verse
3171,1989,All You Had to Do Was Stay,All I know is that you drove us,7,2014,['stay'],verse
3172,1989,All You Had to Do Was Stay,Off the road,8,2014,['stay'],verse
3186,1989,All You Had to Do Was Stay,Here you are now calling me up,22,2014,['stay'],verse
3187,1989,All You Had to Do Was Stay,But I don't know what to say,23,2014,['stay'],verse
3188,1989,All You Had to Do Was Stay,I've been picking up the pieces,24,2014,['stay'],verse
3189,1989,All You Had to Do Was Stay,Of the mess you made,25,2014,['stay'],verse
3191,1989,All You Had to Do Was Stay,The love they pushed aside,27,2014,['stay'],verse
3192,1989,All You Had to Do Was Stay,But people like me are gone forever,28,2014,['stay'],verse
3193,1989,All You Had to Do Was Stay,When you say goodbye,29,2014,['stay'],verse
3205,1989,All You Had to Do Was Stay,All you had to do was (stay! stay! stay! stay! stay!),41,2014,['stay'],verse
3206,1989,All You Had to Do Was Stay,Let me remind you,42,2014,['stay'],verse
3207,1989,All You Had to Do Was Stay,This was what you wanted (Oh! Oh! Oh-oh-oh!),43,2014,['stay'],verse
3208,1989,All You Had to Do Was Stay,You ended it,44,2014,['stay'],verse
3209,1989,All You Had to Do Was Stay,You were all I wanted (Oh! Oh! Oh-oh-oh!),45,2014,['stay'],verse
3210,1989,All You Had to Do Was Stay,But not like this,46,2014,['stay'],verse
3211,1989,All You Had to Do Was Stay,Not like this... not like this...,47,2014,['stay'],verse
3212,1989,All You Had to Do Was Stay,Oh! All you had to do was!,48,2014,['stay'],verse
3216,1989,All You Had to Do Was Stay,Then why'd you want to go and lock me out when I let you in?,52,2014,['stay'],verse
3221,1989,All You Had to Do Was Stay,All you had to do was,57,2014,['stay'],verse
3228,1989,All You Had to Do Was Stay,Now that it's just too late (all you had to do was stay),64,2014,['stay'],verse
3231,1989,All You Had to Do Was Stay,All you had to do was (stay!) (ahh-ooh),67,2014,['stay'],verse
3233,1989,All You Had to Do Was Stay,All you had to do was (stay!) (Oo-oo-whoa),69,2014,['stay'],verse
3235,1989,Shake It Off,I stay out too late,1,2014,['shake'],verse
3236,1989,Shake It Off,Got nothing in my brain,2,2014,['shake'],verse
3239,1989,Shake It Off,I go on too many dates,5,2014,['shake'],verse
3240,1989,Shake It Off,But I can't make them stay,6,2014,['shake'],verse
3241,1989,Shake It Off,"At least that's what people say, mmm, mmm",7,2014,['shake'],verse
3244,1989,Shake It Off,"Can't stop, won't stop movin'",10,2014,['shake'],verse
3255,1989,Shake It Off,I never miss a beat,21,2014,['shake'],verse
3256,1989,Shake It Off,I'm lightning on my feet,22,2014,['shake'],verse
3257,1989,Shake It Off,"And that's what they don't see, mmm, mmm",23,2014,['shake'],verse
3258,1989,Shake It Off,"That's what they don't see, mmm, mmm",24,2014,['shake'],verse
3259,1989,Shake It Off,I'm dancing on my own (dancing on my own),25,2014,['shake'],verse
3260,1989,Shake It Off,I make the moves up as I go (moves up as I go),26,2014,['shake'],verse
3261,1989,Shake It Off,"And that's what they don't know, mmm, mmm",27,2014,['shake'],verse
3262,1989,Shake It Off,"That's what they don't know, mmm, mmm",28,2014,['shake'],verse
3264,1989,Shake It Off,"Can't stop, won't stop groovin'",30,2014,['shake'],verse
3279,1989,Shake It Off,"Hey, hey, hey",45,2014,['shake'],verse
3280,1989,Shake It Off,Just think while you've been getting down and out about the liars,46,2014,['shake'],verse
3281,1989,Shake It Off,"And dirty, dirty cheats of the world you could've been getting down to this sick beat",47,2014,['shake'],verse
3282,1989,Shake It Off,My ex-man brought his new girlfriend,48,2014,['shake'],verse
3283,1989,Shake It Off,"She's like, Oh my God, but I'm just gonna shake",49,2014,['shake'],verse
3284,1989,Shake It Off,And to the fella over there with the hella good hair,50,2014,['shake'],verse
3285,1989,Shake It Off,"Won't you come on over, baby, we can shake, shake, shake",51,2014,['shake'],verse
3286,1989,Shake It Off,"Yeah, oh, oh, oh, oh",52,2014,['shake'],verse
3288,1989,Shake It Off,"And the haters gonna hate, hate, hate, hate, hate (haters gonna hate)",54,2014,['shake'],verse
3291,1989,Shake It Off,"Heartbreakers gonna break, break, break, break, break (mmhm)",57,2014,['shake'],verse
